,period_open,period_close,long_exposure,pnl,capital_used,short_exposure,orders,transactions,positions,gross_leverage,starting_exposure,net_leverage,returns,ending_exposure,starting_value,ending_value,starting_cash,ending_cash,portfolio_value,longs_count,shorts_count,long_value,short_value,ASSETME,CORR,algo_volatility,benchmark_period_return,benchmark_volatility,algorithm_period_return,alpha,beta,sharpe,sortino,max_drawdown,max_leverage,excess_return,treasury_period_return,trading_days,period_label
2017-01-18 21:00:00+00:00,2017-01-18 14:31:00+00:00,2017-01-18 21:00:00+00:00,238360.0,2780.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 238.36}]",0.023828979517968904,235580.0,0.023828979517968904,0.0002779953798557333,238360.0,235580.0,238360.0,9764586.195,9764586.195,10002946.195,1,0,238360.0,0.0,238.36,-0.542101946548383,0.0013547795413603179,0.0,0.0,0.0002946194999999818,,,4.98191413585592,59.82374421096298,-2.5242000000105235e-05,0.023828979517968904,0.0,0.0,11,2017-01
2017-01-19 21:00:00+00:00,2017-01-19 14:31:00+00:00,2017-01-19 21:00:00+00:00,243760.0,5400.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 243.76}]",0.024355672280978687,238360.0,0.024355672280978687,0.0005398409523285075,243760.0,238360.0,243760.0,9764586.195,9764586.195,10008346.195,1,0,243760.0,0.0,243.76,0.3830952711262683,0.0026826034885907768,0.0,0.0,0.0008346194999999668,,,6.532313034393403,162.2282475849427,-2.5242000000105235e-05,0.024355672280978687,0.0,0.0,12,2017-01
2017-01-20 21:00:00+00:00,2017-01-20 14:31:00+00:00,2017-01-20 21:00:00+00:00,244730.00000000003,970.0,0.0,0.0,"[{'id': '81c2f8df8d3d413e936e38b395781196', 'dt': Timestamp('2017-01-20 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-20 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1894 [MSFT]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 244.73000000000002}]",0.024450221696688045,243760.0,0.024450221696688045,9.691910942133397e-05,244730.00000000003,243760.0,244730.00000000003,9764586.195,9764586.195,10009316.195,1,0,244730.00000000003,0.0,244.73000000000002,0.8447657346520332,0.0025712249407103785,0.0,0.0,0.0009316194999999805,,,7.02170216087746,173.96686320761899,-2.5242000000105235e-05,0.024450221696688045,0.0,0.0,13,2017-01
2017-01-23 21:00:00+00:00,2017-01-23 14:31:00+00:00,2017-01-23 21:00:00+00:00,311880.0,4157.519999999553,-62992.47999999998,0.0,"[{'id': '81c2f8df8d3d413e936e38b395781196', 'dt': Timestamp('2017-01-23 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-01-20 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 1000, 'commission': 1.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(1894 [MSFT]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 1000, 'dt': Timestamp('2017-01-23 21:00:00+0000', tz='UTC'), 'price': 62.99148, 'order_id': '81c2f8df8d3d413e936e38b395781196', 'sid': Equity(1894 [MSFT]), 'commission': None}]","[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 248.92000000000002}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 62.96}]",0.031146034720479616,244730.00000000003,0.031146034720479616,0.000415365037831128,311880.0,244730.00000000003,311880.0,9764586.195,9701593.715,10013473.715,2,0,311880.0,0.0,248.92000000000002,0.7467590238701305,0.0028686642279398314,0.0,0.0,0.001347371499999861,,,8.45039579790065,242.40030780466563,-2.5242000000105235e-05,0.031146034720479616,0.0,0.0,14,2017-01
2017-01-24 21:00:00+00:00,2017-01-24 14:31:00+00:00,2017-01-24 21:00:00+00:00,318130.0,6250.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 254.61}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 63.52}]",0.03175037646235139,311880.0,0.03175037646235139,0.0006241590259170593,318130.0,311880.0,318130.0,9701593.715,9701593.715,10019723.715,2,0,318130.0,0.0,254.61,0.9668060849605911,0.003510605411125973,0.0,0.0,0.0019723714999999586,,,9.431743536888318,342.7141303340299,-2.5242000000105235e-05,0.03175037646235139,0.0,0.0,15,2017-01
2017-01-25 21:00:00+00:00,2017-01-25 14:31:00+00:00,2017-01-25 21:00:00+00:00,318150.0,20.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 254.47}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 63.68}]",0.031752309145763415,318130.0,0.031752309145763415,1.9960630222026765e-06,318150.0,318130.0,318150.0,9701593.715,9701593.715,10019743.715,2,0,318150.0,0.0,254.47,0.8064930338249537,0.0034302244386479404,0.0,0.0,0.001974371500000016,,,9.058626578743784,332.1675978371652,-2.5242000000105235e-05,0.031752309145763415,0.0,0.0,16,2017-01
2017-01-26 21:00:00+00:00,2017-01-26 14:31:00+00:00,2017-01-26 21:00:00+00:00,316780.0,-1370.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 252.51000000000002}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 64.27}]",0.031619902492327816,318150.0,0.031619902492327816,-0.0001367300440977548,316780.0,318150.0,316780.0,9701593.715,9701593.715,10018373.715,2,0,316780.0,0.0,252.51000000000002,-0.5326118482909461,0.0034689171186948584,0.0,0.0,0.0018373714999999624,,,7.846388018995191,50.95237076005738,-0.00013673004409774014,0.031752309145763415,0.0,0.0,17,2017-01
2017-01-27 21:00:00+00:00,2017-01-27 14:31:00+00:00,2017-01-27 21:00:00+00:00,318730.0,1950.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 252.95000000000002}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 65.78}]",0.03180835360866383,316780.0,0.03180835360866383,0.00019464236965727189,318730.0,316780.0,318730.0,9701593.715,9701593.715,10020323.715,2,0,318730.0,0.0,252.95000000000002,0.35943500678396645,0.0033809188944841848,0.0,0.0,0.0020323714999999076,,,8.409348634180178,54.765819873797724,-0.00013673004409774014,0.03180835360866383,0.0,0.0,18,2017-01
2017-01-30 21:00:00+00:00,2017-01-30 14:31:00+00:00,2017-01-30 21:00:00+00:00,315760.0,-2970.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 250.63}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 65.13}]",0.031521298836356404,318730.0,0.031521298836356404,-0.00029639760994482067,315760.0,318730.0,315760.0,9701593.715,9701593.715,10017353.715,2,0,315760.0,0.0,250.63,0.1281540118527678,0.0036078586345955174,0.0,0.0,0.001735371499999916,,,6.37601806351186,19.300841994650202,-0.0002963976099449337,0.03180835360866383,0.0,0.0,19,2017-01
2017-01-31 21:00:00+00:00,2017-01-31 14:31:00+00:00,2017-01-31 21:00:00+00:00,316580.0,820.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 251.93}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 64.65}]",0.03160057002465344,315760.0,0.03160057002465344,8.185794605330976e-05,316580.0,315760.0,316580.0,9701593.715,9701593.715,10018173.715,2,0,316580.0,0.0,251.93,-0.24650051882549506,0.0035117911545372877,0.0,0.0,0.0018173714999998314,,,6.516615694598833,19.699998461392237,-0.0002963976099449337,0.03180835360866383,0.0,0.0,20,2017-01
2017-02-01 21:00:00+00:00,2017-02-01 14:31:00+00:00,2017-02-01 21:00:00+00:00,312820.0,-3760.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 249.24}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 63.58}]",0.031236975913172565,316580.0,0.031236975913172565,-0.0003753179079306612,312820.0,316580.0,312820.0,9701593.715,9701593.715,10014413.715,2,0,312820.0,0.0,249.24,-0.5428713627976358,0.0037846247828696,0.0,0.0,0.0014413714999998994,,,4.568858965526194,10.024069485495808,-0.0005898013046377995,0.03180835360866383,0.0,0.0,21,2017-02
2017-02-02 21:00:00+00:00,2017-02-02 14:31:00+00:00,2017-02-02 21:00:00+00:00,314720.0,1900.0,0.0,0.0,"[{'id': '4c605e7d6ccd4542ac9897121292db2f', 'dt': Timestamp('2017-02-02 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-02-02 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 0, 'commission': 0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.OPEN: 0>}]",[],"[{'sid': Equity(2862 [TSLA]), 'amount': 1000, 'cost_basis': 235.69879000000003, 'last_sale_price': 251.55}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 63.17}]",0.03142074109846309,312820.0,0.03142074109846309,0.00018972653358173552,314720.0,312820.0,314720.0,9701593.715,9701593.715,10016313.715,2,0,314720.0,0.0,251.55,-0.7814585952009065,0.0037160905950182487,0.0,0.0,0.001631371500000034,,,5.026431434191782,11.083099603959107,-0.0005898013046377995,0.03180835360866383,0.0,0.0,22,2017-02
2017-02-03 21:00:00+00:00,2017-02-03 14:31:00+00:00,2017-02-03 21:00:00+00:00,566340.0,163.33500000089407,-251456.66500000004,0.0,"[{'id': '4c605e7d6ccd4542ac9897121292db2f', 'dt': Timestamp('2017-02-03 21:00:00+0000', tz='UTC'), 'reason': None, 'created': Timestamp('2017-02-02 21:00:00+0000', tz='UTC'), 'amount': 1000, 'filled': 1000, 'commission': 1.0, 'stop': None, 'limit': None, 'stop_reached': False, 'limit_reached': False, 'sid': Equity(2862 [TSLA]), 'status': <ORDER_STATUS.FILLED: 1>}]","[{'amount': 1000, 'dt': Timestamp('2017-02-03 21:00:00+0000', tz='UTC'), 'price': 251.455665, 'order_id': '4c605e7d6ccd4542ac9897121292db2f', 'sid': Equity(2862 [TSLA]), 'commission': None}]","[{'sid': Equity(2862 [TSLA]), 'amount': 2000, 'cost_basis': 243.57772750000004, 'last_sale_price': 251.33}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 63.68}]",0.05654083737954553,314720.0,0.05654083737954553,1.6306897392404096e-05,566340.0,314720.0,566340.0,9701593.715,9450137.05,10016477.05,2,0,566340.0,0.0,251.33,-0.6749294745253229,0.0036356918587383763,0.0,0.0,0.0016477050000001103,,,4.963353845695737,10.947880885104631,-0.0005898013046377995,0.05654083737954553,0.0,0.0,23,2017-02
2017-02-06 21:00:00+00:00,2017-02-06 14:31:00+00:00,2017-02-06 21:00:00+00:00,579180.0,12840.0,0.0,0.0,[],[],"[{'sid': Equity(2862 [TSLA]), 'amount': 2000, 'cost_basis': 243.57772750000004, 'last_sale_price': 257.77}, {'sid': Equity(1894 [MSFT]), 'amount': 1000, 'cost_basis': 62.99248, 'last_sale_price': 63.64}]",0.05774869785375864,566340.0,0.05774869785375864,0.0012818878270179912,579180.0,566340.0,579180.0,9450137.05,9450137.05,10029317.05,2,0,579180.0,0.0,257.77,0.3959682324133017,0.005293742423074256,0.0,0.0,0.002931705000000173,,,5.809342524192661,19.058962280499472,-0.0005898013046377995,0.05774869785375864,0.0,0.0,24,2017-02
